,Min_airspeed1_OFF,Min_airspeed2_OFF,Min_airspeedave_OFF,Min_airspeedave_err_OFF,Max_pitchangle1_OFF,Max_pitchangle2_OFF,Max_pitchangleave_OFF,Max_pitchangleave_err_OFF,timeMin_airspeed1_OFF,timeMin_airspeed2_OFF,timeMax_pitchangle1_OFF,timeMax_pitchangle2_OFF,time_fin_OFF,Airspeed_fin_OFF,Pitchangle_fin_OFF,Min_airspeed1_ON,Min_airspeed2_ON,Min_airspeedave_ON,Min_airspeedave_err_ON,Max_pitchangle1_ON,Max_pitchangle2_ON,Max_pitchangleave_ON,Max_pitchangleave_err_ON,timeMin_airspeed1_ON,timeMin_airspeed2_ON,timeMax_pitchangle1_ON,timeMax_pitchangle2_ON,time_fin_ON,Airspeed_fin_ON,Pitchangle_fin_ON,casename
20190712-2-2,6.844931321513232,7.421513142857141,7.133222232185187,0.28829091067195467,13.990600973567364,11.988532482861974,12.989566728214669,1.0010342453526953,35.541684999999795,47.72402999999986,47.72402999999986,35.541684999999795,49.45211199999989,6.938584652625604,11.804476361880882,6.617234980814289,6.908765594114626,6.7630002874644575,0.1457653066501683,14.295684670236065,13.556656228756125,13.926170449496095,0.36951422073997,8.202883999999981,12.982065999999973,12.982065999999973,8.202883999999981,13.293643999999802,6.878987965719057,13.553936510077241,20190712-2-2
20190712-2-3,6.524448476171446,6.876285731753992,6.700367103962719,0.17591862779127299,14.591906275937154,13.805416528084507,14.198661402010831,0.39324487392632346,52.574898999999846,52.381094999999846,52.381094999999846,52.574898999999846,52.574898999999846,6.524448476171446,13.805416528084507,5.6719223748127945,5.939783589073306,5.80585298194305,0.13393060713025573,15.719163501565935,15.353097493126375,15.536130497346155,0.18303300421978008,49.9572720000001,49.76258499999983,49.76258499999983,49.9572720000001,50.052798999999936,5.7180926709945,15.569068715908895,20190712-2-3
20190712-2-4,6.565242846267022,7.25594638236061,6.9105946143138155,0.3453517680467937,15.504375043706965,13.973722841931934,14.73904894281945,0.7653261008875152,53.21702699999958,38.48235199999999,38.48235199999999,53.21702699999958,53.21702699999958,6.565242846267022,13.973722841931934,6.740708129175947,7.202823854569192,6.971765991872569,0.23105786269662243,15.267231341920604,13.08265403857774,14.174942690249171,1.0922886516714323,47.814609000000246,43.8416000000002,43.8416000000002,47.814609000000246,48.631163000000136,7.103748392646545,13.16024270275435,20190712-2-4
20190712-2-5,6.724350120036492,7.523398781579074,7.123874450807783,0.3995243307712908,16.027914672024114,13.158800266333392,14.593357469178752,1.4345572028453608,56.53232600000013,61.8261240000005,61.8261240000005,56.53232600000013,64.88343300000008,6.822782537621234,15.109927647968911,6.76794928031597,7.577465205711711,7.172707243013841,0.40475796269787034,14.556110274919453,13.09941789496416,13.827764084941807,0.7283461899776462,52.27149900000063,54.50323700000081,54.50323700000081,52.27149900000063,57.9752940000003,6.865714439591947,13.662519180164056,20190712-2-5
20190712-2227-1,6.3234813332999895,6.955410030388813,6.639445681844402,0.3159643485444117,15.047263416726349,14.23941492083899,14.64333916878267,0.40392424794367887,26.08883900000001,25.80067599999998,25.80067599999998,26.08883900000001,26.304724000000018,6.601228460721215,13.185957088896544,9.670942412373897,10.005322165737214,9.838132289055554,0.1671898766816584,7.582409926539618,6.633731639073693,7.108070782806655,0.4743391437329625,3.7681709999999664,1.0318200000000388,1.0318200000000388,3.7681709999999664,4.773893999999956,9.754635811343068,6.629574011584567,20190712-2227-1
20190712-2227-2,6.159517987289388,6.159517987289388,6.159517987289388,0.0,17.62333644581394,17.62333644581394,17.62333644581394,0.0,19.606469999999884,19.606469999999884,19.606469999999884,19.606469999999884,19.606469999999884,6.159517987289388,17.62333644581394,5.811067025580118,5.811067025580118,5.811067025580118,0.0,19.40489337843604,19.40489337843604,19.40489337843604,0.0,24.97277200000002,24.97277200000002,24.97277200000002,24.97277200000002,25.474683999999968,5.9338486535370665,18.80611027959359,20190712-2227-2
20190712-2227-3,6.2071799727973795,7.693882445146496,6.950531208971938,0.7433512361745582,17.740835950267122,17.13701180488673,17.438923877576926,0.3019120726901967,38.99454500000007,35.42754500000006,35.42754500000006,38.99454500000007,39.08846199999999,6.210529137281532,16.014942729905247,6.596481468521385,6.876925951835041,6.7367037101782135,0.14022224165682795,17.429677430025727,16.372075682295325,16.900876556160526,0.528800873865201,14.913609999999947,14.510804000000007,14.510804000000007,14.913609999999947,16.75661099999968,6.6180082572510885,14.853637502544332,20190712-2227-3
20190712-2227-4,6.1373666533077635,8.053155193592707,7.095260923450235,0.9578942701424715,16.292667559477287,15.46903424713823,15.88085090330776,0.41181665616952845,5.780711000000111,2.231915000000072,2.231915000000072,5.780711000000111,5.780711000000111,6.1373666533077635,15.46903424713823,6.798791435144607,7.4651400560589405,7.131965745601773,0.3331743104571667,15.148478515288188,13.68051418181991,14.41449634855405,0.7339821667341386,39.20264799999984,38.18282299999976,38.18282299999976,39.20264799999984,39.800803999999864,7.127157758816389,10.562159440139347,20190712-2227-4
20190712-2227-5,6.698790188071008,8.111696736381527,7.4052434622262675,0.7064532741552592,13.905232449066231,13.401517319688974,13.653374884377602,0.2518575646886285,37.161074999999975,34.616041,34.616041,37.161074999999975,37.35607800000014,6.872394113250557,13.534260298775413,6.9735982857622245,7.8290556670369185,7.401326976399572,0.427728690637347,14.579627095881033,13.448885993357484,14.014256544619258,0.5653705512617746,38.90930400000003,37.38366900000005,37.38366900000005,38.90930400000003,38.90930400000003,6.9735982857622245,13.448885993357484,20190712-2227-5
20190712-2251-1,6.748881092858914,7.7918217396280225,7.270351416243468,0.5214703233845541,15.64676597225355,14.184089389020492,14.915427680637022,0.7313382916165292,31.16738700000005,35.62084500000003,35.62084500000003,31.16738700000005,37.27230400000005,6.994665541531659,15.016611753142389,6.695352081219263,8.079701073823589,7.387526577521426,0.692174496302163,17.427077583854135,13.368669275682807,15.39787342976847,2.0292041540856642,31.271285000000034,30.034327999999906,30.034327999999906,31.271285000000034,31.559262999999927,6.7866046849775925,13.270865833976146,20190712-2251-1
20190712-2251-2,6.421950509106853,7.752919727310744,7.0874351182087985,0.6654846091019455,17.924132910882413,17.202598550255153,17.563365730568783,0.36076718031362986,40.221085999999964,45.684391999999995,45.684391999999995,40.221085999999964,49.15361099999996,6.668815574195948,16.83883741837333,5.5090196483057925,7.911369894192266,6.710194771249029,1.2011751229432366,22.85549875284773,17.977322378309246,20.416410565578488,2.439088187269242,47.31655399999993,52.28357299999999,52.28357299999999,47.31655399999993,53.60511700000024,6.221360755932357,20.21211145878613,20190712-2251-2
20190712-2251-3,7.092998103514407,7.570025757330255,7.331511930422331,0.23851382690792367,15.842200566523298,12.872047403083576,14.357123984803437,1.485076581719861,35.13496900000018,40.1136590000001,40.1136590000001,35.13496900000018,42.13200600000005,7.374710804608347,13.982065061843073,7.061103736671453,7.62192870822408,7.341516222447766,0.2804124857763135,15.732689021326616,12.823811838387961,14.278250429857287,1.4544385914693274,22.941562999999636,25.890130999999887,25.890130999999887,22.941562999999636,26.994446999999923,7.740155118867888,13.754241933755276,20190712-2251-3
20190712-2251-4,6.536066711457621,8.029085166101714,7.282575938779667,0.7465092273220466,15.966553607552529,14.894974061681928,15.430763834617228,0.5357897729353001,33.62088799999992,29.64791700000001,29.64791700000001,33.62088799999992,33.62088799999992,6.536066711457621,14.894974061681928,7.887579582192888,8.52682564825562,8.207202615224254,0.3196230330313661,9.702161388918213,8.48615541932329,9.094158404120751,0.6080029847974613,7.6229889999999605,6.9146299999999865,6.9146299999999865,7.6229889999999605,8.031635000000165,8.177555860801862,7.677831613559091,20190712-2251-4
20190712-2251-5,7.413893664587931,7.413893664587931,7.413893664587931,0.0,15.78849108152338,15.78849108152338,15.78849108152338,0.0,1.00889200000006,1.00889200000006,1.00889200000006,1.00889200000006,4.155657000000018,7.503242555416813,14.373626613549293,6.958781444029068,7.2882656268619055,7.123523535445487,0.16474209141641882,17.3912931639661,15.964040780237385,16.677666972101743,0.7136261918643578,34.325732000000016,34.01389900000004,34.01389900000004,34.325732000000016,34.51785300000006,6.984919055778228,15.296242708507464,20190712-2251-5
20190712-2327-1,7.4648320395482815,8.050699945994682,7.757765992771482,0.29293395322320004,16.195616960786786,15.528779318126945,15.862198139456865,0.3334188213299205,32.789604,32.28548600000002,32.28548600000002,32.789604,32.789604,7.4648320395482815,15.528779318126945,7.255935204261488,7.853080104400301,7.554507654330894,0.2985724500694067,14.950864584273422,13.329335428429124,14.140100006351272,0.8107645779221491,36.44802699999997,40.625798999999965,40.625798999999965,36.44802699999997,43.85533699999999,7.525819805226593,13.296811764931814,20190712-2327-1
20190712-2327-2,6.966266561724929,6.969191514075942,6.967729037900435,0.001462476175506655,19.391225455509392,19.256495611885995,19.323860533697694,0.06736492181169851,38.68894000000006,38.77753199999995,38.77753199999995,38.68894000000006,40.81830399999996,7.1185296364307975,13.992006069522414,7.3811718374256605,7.7587126248335485,7.5699422311296045,0.188770393703944,16.926392324354847,16.141146728871846,16.533769526613348,0.39262279774150066,39.89561999999995,38.78943599999997,38.78943599999997,39.89561999999995,39.89561999999995,7.3811718374256605,16.141146728871846,20190712-2327-2
20190712-2327-3,6.167255963715164,6.167255963715164,6.167255963715164,0.0,19.257606773329808,19.257606773329808,19.257606773329808,0.0,37.696607000000036,37.696607000000036,37.696607000000036,37.696607000000036,37.696607000000036,6.167255963715164,19.257606773329808,6.337702447080172,7.290116747047964,6.813909597064068,0.476207149983896,17.739329255473283,16.67729791503049,17.208313585251886,0.5310156702213966,36.8582780000001,36.23374499999983,36.23374499999983,36.8582780000001,37.04948999999982,6.463224743716928,16.276377954889135,20190712-2327-3
20190712-2340-1,6.6590641589100565,6.971861534451738,6.815462846680897,0.15639868777084054,15.500994781326554,13.864302403731447,14.682648592529,0.8183461887975536,38.16071400000001,43.249516,43.249516,38.16071400000001,43.249516,6.971861534451738,15.500994781326554,6.773895622185488,7.2802248176396525,7.0270602199125705,0.25316459772708244,17.616958483641113,16.32326229356887,16.970110388604994,0.6468480950361215,33.813041,33.007116999999994,33.007116999999994,33.813041,33.813041,6.773895622185488,16.32326229356887,20190712-2340-1
20190712-2340-2,5.418257714300071,7.404862232586062,6.411559973443067,0.9933022591429954,16.206412122710304,11.126372064660881,13.666392093685593,2.5400200290247117,38.890507000000014,46.40848199999999,46.40848199999999,38.890507000000014,48.44762000000009,7.748331572360172,12.783493940525027,7.952955407491852,8.554016229823452,8.253485818657651,0.3005304111657998,12.599409564516833,11.932796915915908,12.26610324021637,0.33330632430046236,27.01451900000001,26.20771000000002,26.20771000000002,27.01451900000001,32.29892000000001,7.990675867664441,10.267465233153526,20190712-2340-2
20190712-2340-3,6.589062253065183,7.09917811166421,6.844120182364696,0.2550579292995132,16.013995520949937,15.159881110568008,15.586938315758973,0.42705720519096424,40.220181000000075,40.52551000000023,40.52551000000023,40.220181000000075,41.830378000000046,7.385836286160733,11.832645245787914,6.873051232083098,7.3182552740446205,7.095653253063859,0.22260202098076132,15.881058876629474,15.505336617221895,15.693197746925684,0.18786112970378976,45.77894000000003,45.179288000000035,45.179288000000035,45.77894000000003,45.77894000000003,6.873051232083098,15.505336617221895,20190712-2340-3
20190712-2340-4,6.861206815151515,7.033378571220733,6.9472926931861245,0.08608587803460876,15.134480444243836,14.440635117180355,14.787557780712095,0.34692266353174084,36.06661800000017,36.45015100000001,36.45015100000001,36.06661800000017,36.572092,6.975665624230403,15.091144769389215,7.016479522637932,7.0283576049700125,7.0224185638039724,0.005939041166040049,14.715810389751606,14.187695782472154,14.45175308611188,0.264057303639726,25.288062000000075,25.578537000000097,25.578537000000097,25.288062000000075,25.888217999999934,7.178608308198415,12.995433372304873,20190712-2340-4
20190712-2340-5,6.963959347688996,7.155010924661603,7.059485136175299,0.09552578848630366,17.526125226685178,15.67871485417866,16.60242004043192,0.923705186253259,37.572633,37.356765,37.356765,37.572633,37.572633,6.963959347688996,15.67871485417866,6.5290958958301095,8.626810289651745,7.577953092740927,1.0488571969108178,14.462388746060489,13.762150681758904,14.112269713909697,0.35011903215079254,25.17551300000036,19.797075000000405,19.797075000000405,25.17551300000036,29.74424500000032,8.33108393656083,13.361353542504444,20190712-2340-5
20190915-1-1,6.602480538323491,7.370201491489,6.9863410149062455,0.3838604765827549,11.742824776997,10.779940483758745,11.261382630377874,0.4814421466191279,33.41540500000005,33.720969000000025,33.720969000000025,33.41540500000005,33.720969000000025,7.370201491489,11.742824776997,4.781679157563719,5.725602733741871,5.253640945652795,0.4719617880890761,25.638558519018112,13.083323068339727,19.36094079367892,6.2776177253391925,62.09202499999998,35.35552199999998,35.35552199999998,62.09202499999998,78.95129,6.674749121746421,14.640541078830918,20190915-1-1
20190915-1-2,6.665919319846203,6.8921491034955356,6.779034211670869,0.1131148918246665,17.031182935681606,10.899679145705242,13.965431040693424,3.065751894988182,31.18764400000009,29.463794000000068,29.463794000000068,31.18764400000009,31.18764400000009,6.665919319846203,10.899679145705242,4.9336499934210805,5.778653116024379,5.35615155472273,0.4225015613016492,23.99359917523091,18.723014071755873,21.35830662349339,2.6352925517375176,83.96636799999987,75.84055399999987,75.84055399999987,83.96636799999987,89.85760100000005,5.805048958222406,17.67879662774776,20190915-1-2
20190915-1-3,6.388597185340623,6.740236607798924,6.564416896569774,0.17581971122915085,17.359815986087593,14.507523414128759,15.933669700108176,1.4261462859794172,36.76829199999997,40.73250400000017,40.73250400000017,36.76829199999997,43.48807699999998,7.560381710218594,7.961201911648036,5.2676965439917645,7.026793719017308,6.147245131504537,0.879548587512772,19.379814575108078,16.211361590471,17.79558808278954,1.584226492318539,40.32673799999985,96.51410699999985,96.51410699999985,40.32673799999985,96.51410699999985,7.026793719017308,19.379814575108078,20190915-1-3
20190915-1-4,5.906203478008942,6.559732320082973,6.232967899045958,0.3267644210370153,14.83607350578964,14.756941746243596,14.796507626016618,0.03956587977302206,44.280985999999984,28.119882999999962,28.119882999999962,44.280985999999984,44.692867999999635,6.7901066264232135,12.368576633247304,4.783176119440528,6.242224351613861,5.512700235527195,0.7295241160866666,25.56641308033876,22.226119378912202,23.896266229625482,1.6701468507132784,62.36756000000014,77.90766600000006,77.90766600000006,62.36756000000014,94.98503000000004,6.896131526650247,16.592375462603798,20190915-1-4
20190915-2-1,6.531484657794678,7.421904235483327,6.976694446639002,0.4452097888443243,19.530793772495613,16.008524759278426,17.76965926588702,1.7611345066085935,23.96148799999996,27.829785999999967,27.829785999999967,23.96148799999996,27.829785999999967,7.421904235483327,19.530793772495613,5.042652938899273,5.702830166945606,5.37274155292244,0.33008861402316647,24.782579492386326,17.553713356874475,21.1681464246304,3.6144330677559253,22.951168999999997,61.05428999999998,61.05428999999998,22.951168999999997,83.00223599999998,6.488956634979775,18.227075637240592,20190915-2-1
20190915-2-2,4.772239545301182,7.9714282325769865,6.371833888939085,1.5995943436379023,14.630865977036404,14.130928537023802,14.380897257030103,0.24996872000630077,65.92523799999998,20.112490000000037,20.112490000000037,65.92523799999998,66.43028000000004,6.383510253331276,9.912950136351897,5.196233530146053,7.2162741510565755,6.206253840601314,1.0100203104552614,17.32650918280715,13.628470936164586,15.477490059485868,1.8490191233212823,43.25359999999995,49.54040900000001,49.54040900000001,43.25359999999995,78.69716099999994,6.97338308695911,11.385007233529198,20190915-2-2
20190915-2-3,5.630667799867138,7.420586280194256,6.525627040030697,0.8949592401635593,22.91369796431569,15.267969843461929,19.09083390388881,3.8228640604268813,39.816727000000014,45.40135799999996,45.40135799999996,39.816727000000014,89.28573300000004,7.123244269682656,18.701361693546566,5.542266681623135,7.043752767280695,6.293009724451915,0.75074304282878,20.663697289626256,12.629063323521756,16.646380306574006,4.01731698305225,63.576265999999926,57.60702100000003,57.60702100000003,63.576265999999926,76.28358500000002,7.26228314352079,15.660851262159536,20190915-2-3
20190915-2-4,6.568831541161554,7.961006879046831,7.264919210104193,0.6960876689426385,21.573925678309728,12.799414589681444,17.186670133995584,4.387255544314142,28.23340299999984,43.967056999999954,43.967056999999954,28.23340299999984,48.96020699999997,7.898007729186005,18.922986860736998,5.774742103168818,7.673633321926951,6.724187712547884,0.9494456093790662,21.758835015953974,16.287798904796293,19.023316960375134,2.73551805557884,53.933987,81.14249099999995,81.14249099999995,53.933987,87.12158899999996,7.94172356951369,10.453950104000764,20190915-2-4
20190915-3-1,6.0045304177586205,7.998261121510037,7.001395769634328,0.9968653518757082,12.603739466982555,10.021159826327883,11.31244964665522,1.2912898203273357,30.458921999999998,28.122700000000037,28.122700000000037,30.458921999999998,31.98534699999999,6.108966776158446,11.060027214974806,6.752828914371067,6.922331252678642,6.837580083524855,0.08475116915378766,12.350538811134715,3.813532722435923,8.082035766785319,4.268503044349396,28.652616999999967,39.720179999999964,39.720179999999964,28.652616999999967,39.720179999999964,6.922331252678642,12.350538811134715,20190915-3-1
20190915-3-2,6.533504657061954,7.3885566178595115,6.961030637460732,0.42752598039877876,14.87775687972658,11.953053977273724,13.41540542850015,1.4623514512264277,45.4905199999999,48.23451,48.23451,45.4905199999999,50.063244,7.219226993541487,11.459605422454596,6.28522570671579,6.52425159972828,6.404738653222035,0.11951294650624478,12.351216397985587,8.306230477147036,10.32872343756631,2.0224929604192754,30.20271399999996,28.671992999999986,28.671992999999986,30.20271399999996,34.253736999999944,6.944773122190172,10.20917939542119,20190915-3-2
20190915-3-3,5.47244779524214,6.026330350879724,5.749389073060932,0.27694127781879185,14.676237842101635,12.573331133702162,13.624784487901898,1.0514533541997366,62.47361400000017,62.881983000000155,62.881983000000155,62.47361400000017,65.822971,6.781838017863004,13.091524059363469,6.18200807405124,7.412272911899657,6.797140492975449,0.6151324189242082,16.151073571091107,11.27755653415852,13.714315052624814,2.436758518466293,37.08226300000001,63.30707600000017,63.30707600000017,37.08226300000001,63.30707600000017,7.412272911899657,16.151073571091107,20190915-3-3
20190915-3-5,5.736889488814219,6.379322736888968,6.058106112851593,0.3212166240373744,17.0080260810516,11.742509645131893,14.375267863091747,2.6327582179598537,57.66443300000015,90.88163399999996,90.88163399999996,57.66443300000015,94.34784499999991,6.573429376904462,15.549514024300258,10.787673850956514,12.507406637138471,11.647540244047493,0.8598663930909787,1.4102165021749282,0.8241165974212835,1.1171665497981058,0.29304995237682235,8.940107000000012,7.835535000000278,7.835535000000278,8.940107000000012,8.940107000000012,10.787673850956514,0.8241165974212835,20190915-3-5
20190915-3-6,6.1852131334936775,6.225498651235148,6.2053558923644125,0.020142758870735022,16.352296931382295,15.178772021060581,15.765534476221438,0.5867624551608568,66.08508499999982,66.30095500000004,66.30095500000004,66.08508499999982,66.30095500000004,6.225498651235148,16.352296931382295,10.771219283326008,12.491709027578988,11.631464155452498,0.8602448721264899,6.158848992596703,3.5945235566382125,4.876686274617458,1.2821627179792454,6.294141999999965,8.224283000000014,8.224283000000014,6.294141999999965,8.344726000000037,12.383923965449533,5.828299741978085,20190915-3-6
20190915-4-1,6.526662779860644,7.03562965234376,6.781146216102202,0.254483436241558,18.42246245016089,17.546646756553052,17.98455460335697,0.4379078468039186,43.8604800000001,45.086776999999984,45.086776999999984,43.8604800000001,45.29961800000001,6.680990442284986,17.089112627247182,5.346074420737712,7.1833249177737,6.264699669255706,0.9186252485179942,18.42770653245327,17.295460198164818,17.861583365309045,0.5661231671442266,67.02743100000004,73.23877199999998,73.23877199999998,67.02743100000004,76.28666200000005,5.898545204530816,15.106256749377525,20190915-4-1
20190915-4-2,6.905731848494949,7.0634072844075195,6.984569566451235,0.07883771795628514,16.582018251595287,12.329513553588408,14.455765902591846,2.1262523490034395,51.19041800000002,56.16569800000002,56.16569800000002,51.19041800000002,56.56935000000021,7.1682579300816665,15.611659514075427,5.435243523111142,6.395929615980107,5.915586569545624,0.48034304643448245,15.138803218148544,11.333829357671368,13.236316287909956,1.902486930238588,60.44021299999997,60.84440200000017,60.84440200000017,60.44021299999997,62.96400700000004,5.7389616996055635,14.233906091688926,20190915-4-2
20190915-4-3,6.0745094992229225,6.0745094992229225,6.0745094992229225,0.0,19.82516191193609,19.82516191193609,19.82516191193609,0.0,20.03076699999985,20.03076699999985,20.03076699999985,20.03076699999985,20.127276999999825,6.1717876449848905,19.796382686746455,6.205823883445812,6.205823883445812,6.205823883445812,0.0,16.822143817999425,16.822143817999425,16.822143817999425,0.0,70.4547910000001,70.4547910000001,70.4547910000001,70.4547910000001,71.56969100000003,6.4813188013460445,14.638737548297215,20190915-4-3
20190915-4-4,5.863526278395474,6.4189723536759695,6.141249316035722,0.27772303764024775,19.260691394488486,17.582466821043685,18.421579107766085,0.8391122867224006,21.02733699999976,21.23142099999995,21.23142099999995,21.02733699999976,21.327241999999842,6.4674548810304495,18.78804914329602,6.075618785039707,6.402459347385463,6.239039066212586,0.16342028117287777,21.1229578591839,16.815821561048413,18.969389710116154,2.153568149067743,57.995873000000074,62.06321000000002,62.06321000000002,57.995873000000074,62.06321000000002,6.402459347385463,21.1229578591839,20190915-4-4
20190915-5-2,5.259023505942935,6.7000079860218795,5.9795157459824075,0.7204922400394724,16.330249900921412,10.40766855518502,13.368959228053217,2.961290672868196,3.4407949999998664,24.059741999999915,24.059741999999915,3.4407949999998664,24.059741999999915,6.7000079860218795,16.330249900921412,5.726422256458349,6.482987685561124,6.1047049710097365,0.3782827145513874,17.490080408481678,15.137848745224154,16.313964576852918,1.1761158316287617,13.209856000000002,10.751867000000004,10.751867000000004,13.209856000000002,13.209856000000002,5.726422256458349,15.137848745224154,20190915-5-2
20190915-5-3,5.581629675262127,6.6770111452025676,6.1293204102323475,0.5476907349702205,15.53921180692947,8.895969887141488,12.21759084703548,3.321620959893991,59.089537999999955,67.31030100000004,67.31030100000004,59.089537999999955,69.73204700000002,6.516839232333847,14.503153079914934,5.7514927851689,5.7514927851689,5.7514927851689,0.0,17.2545241451484,17.2545241451484,17.2545241451484,0.0,49.436122999999846,49.436122999999846,49.436122999999846,49.436122999999846,49.436122999999846,5.7514927851689,17.2545241451484,20190915-5-3
20190915-5-4,5.930974525193027,6.145066881043652,6.03802070311834,0.10704617792531268,14.573297077132509,13.828495024658046,14.200896050895278,0.37240102623723104,44.57262399999979,44.27189799999997,44.27189799999997,44.57262399999979,44.57262399999979,5.930974525193027,13.828495024658046,5.934228059247682,6.072724703157163,6.0034763812024226,0.06924832195474018,15.583824510197994,12.719703310052793,14.151763910125393,1.4320606000726004,68.82173699999998,69.14355,69.14355,68.82173699999998,82.12772199999995,7.764419772881303,5.912491727612473,20190915-5-4
20190915-6-1,4.08719522932234,5.557696336804333,4.822445783063337,0.7352505537409963,17.404660333527346,15.491120170743349,16.44789025213535,0.9567700813919986,43.054420999999884,69.95750199999992,69.95750199999992,43.054420999999884,71.77098799999987,5.194526254480545,16.22684818276783,7.910386249778428,8.546367358903973,8.2283768043412,0.3179905545627726,8.344559366098494,7.986202163139375,8.165380764618934,0.17917860147955933,14.834961000000078,13.407361000000035,13.407361000000035,14.834961000000078,14.834961000000078,7.910386249778428,7.986202163139375,20190915-6-1
20190915-6-2,5.461075594446331,6.001574194378174,5.731324894412253,0.2702492999659212,17.06102890210916,16.51001418965635,16.785521545882755,0.2755073562264059,26.81938400000001,26.613146000000032,26.613146000000032,26.81938400000001,26.81938400000001,5.461075594446331,16.51001418965635,4.9694823773342405,4.999712898972927,4.984597638153584,0.015115260819343224,16.28117534076566,16.058323979444886,16.169749660105275,0.11142568066038727,54.84134299999993,54.93658000000005,54.93658000000005,54.84134299999993,54.93658000000005,4.999712898972927,16.28117534076566,20190915-6-2
20190915-6-3,4.146809707002984,5.600863448993282,4.873836577998134,0.7270268709951488,19.021603622871986,17.263500842543493,18.14255223270774,0.8790513901642463,39.92068899999993,40.34165699999983,40.34165699999983,39.92068899999993,41.77134100000001,5.299186781711825,17.37563238376514,4.372426172325956,5.486478089054271,4.929452130690113,0.5570259583641572,18.497063549606334,16.229395177428884,17.36322936351761,1.133834186088725,36.868045999999936,36.37388999999996,36.37388999999996,36.868045999999936,37.275646999999935,5.520796668253698,13.82858643098126,20190915-6-3
20190915-6-4,5.164496749394635,7.389803786632543,6.277150268013589,1.112653518618954,11.84032713882756,7.313043886843105,9.576685512835333,2.263641625992227,47.54057699999999,50.272897000000064,50.272897000000064,47.54057699999999,50.272897000000064,7.389803786632543,11.84032713882756,7.768916915003718,9.03425632645938,8.40158662073155,0.6326697057278308,4.671693273059816,3.8980555387422062,4.284874405901011,0.38681886715880487,11.179875000000491,10.482801000000563,10.482801000000563,11.179875000000491,31.297310000000376,11.021794235910358,-2.2206062825913264,20190915-6-4
20190921-1-1,6.010071828962298,6.432146701149433,6.2211092650558655,0.21103743609356762,20.566784840884885,18.173299878481323,19.370042359683104,1.196742481201781,36.86256800000002,40.93183999999975,40.93183999999975,36.86256800000002,41.4287800000002,6.798160583540066,20.409426405131352,9.658784192872199,11.983728660069964,10.82125642647108,1.1624722335988826,9.934435080127765,7.256738687853535,8.59558688399065,1.3388481961371146,2.8543859999999484,1.0329649999997912,1.0329649999997912,2.8543859999999484,5.495085000000016,9.954125268593446,8.683226000927625,20190921-1-1
20190921-1-2,4.942697256316622,6.3866075251777135,5.664652390747168,0.7219551344305457,18.89961960477705,17.38747807342525,18.14354883910115,0.7560707656759007,71.17111699999988,70.47778399999976,70.47778399999976,71.17111699999988,71.17111699999988,4.942697256316622,17.38747807342525,5.27337085512941,6.520666129261,5.897018492195205,0.6236476370657953,18.606462689987453,17.903245737717945,18.2548542138527,0.35160847613475354,45.47506099999998,45.97863100000041,45.97863100000041,45.47506099999998,48.216575000000255,5.564109129524453,15.776038007696915,20190921-1-2
20190921-1-3,5.750424268302552,5.816655753437747,5.78354001087015,0.033115742567597195,20.130011664247228,19.972260845604037,20.05113625492563,0.07887540932159531,42.7640980000001,42.85917100000006,42.85917100000006,42.7640980000001,44.68641000000025,6.924315136391139,15.978261929134648,5.3555298074046505,5.879665451607808,5.617597629506229,0.26206782210157886,18.61784155779852,15.400014839662473,17.008928198730498,1.6089133590680236,41.42712600000005,52.50093100000004,52.50093100000004,41.42712600000005,53.10239199999978,5.7494628348817525,17.23905486772323,20190921-1-3
20190921-1-4,5.455604475152464,5.455604475152464,5.455604475152464,0.0,16.932683581230286,16.932683581230286,16.932683581230286,0.0,41.74419100000034,41.74419100000034,41.74419100000034,41.74419100000034,41.74419100000034,5.455604475152464,16.932683581230286,7.6367194638797775,9.143126644884266,8.389923054382022,0.7532035905022441,9.40094892100272,8.281935844684416,8.841442382843567,0.5595065381591526,17.44774199999995,16.75178699999958,16.75178699999958,17.44774199999995,18.867831999999908,8.53609594055471,8.775144719704018,20190921-1-4
20190921-1-5,5.875256227427754,6.441692815661644,6.158474521544699,0.28321829411694477,16.83798818184628,16.394850763522285,16.616419472684285,0.221568709161998,35.639953999999754,33.81419399999936,33.81419399999936,35.639953999999754,35.639953999999754,5.875256227427754,16.394850763522285,5.200534339534637,5.200534339534637,5.200534339534637,0.0,20.746905179286745,20.746905179286745,20.746905179286745,0.0,44.97655400000008,44.97655400000008,44.97655400000008,44.97655400000008,47.426229000000156,6.121317100847351,14.945636088609593,20190921-1-5
20190921-2-1,5.2630995610511135,5.3003009556521725,5.281700258351643,0.01860069730052949,20.46995018016473,18.26091560021864,19.365432890191684,1.1045172899730442,38.271341999999954,38.700253999999966,38.700253999999966,38.271341999999954,42.842468999999966,5.432741728127952,19.92804192528177,5.9465898875099965,6.1032598671904505,6.024924877350223,0.07833498984022702,17.59237653857291,11.522299145369999,14.557337841971455,3.0350386966014558,28.358322999999963,42.67276000000004,42.67276000000004,28.358322999999963,42.86726200000001,6.083091730660657,17.402503564213436,20190921-2-1
